job_no,job_type_prediction
Id-9816,"Pharmaceutical, Healthcare and Medical Sales"
Id-9818,"Pharmaceutical, Healthcare and Medical Sales"
Id-9820,Science
Id-9821,"Pharmaceutical, Healthcare and Medical Sales"
Id-9824,"Pharmaceutical, Healthcare and Medical Sales"
Id-9828,"Pharmaceutical, Healthcare and Medical Sales"
Id-9834,"Pharmaceutical, Healthcare and Medical Sales"
Id-9836,Science
Id-9839,"Pharmaceutical, Healthcare and Medical Sales"
Id-9840,Clinical Research
Id-9842,Science
Id-9844,Clinical Research
Id-9846,Clinical Research
Id-9848,Clinical Research
Id-9850,Manufacturing & Operations
Id-9851,Science
Id-9852,Science
Id-9857,Clinical Research
Id-9860,"Pharmaceutical, Healthcare and Medical Sales"
Id-9861,Clinical Research
Id-9863,"Pharmaceutical, Healthcare and Medical Sales"
Id-9865,Clinical Research
Id-9872,Clinical Research
Id-9879,Clinical Research
Id-9882,Clinical Research
Id-9886,"Pharmaceutical, Healthcare and Medical Sales"
Id-9887,Clinical Research
Id-9888,"Pharmaceutical, Healthcare and Medical Sales"
Id-9889,Clinical Research
Id-9891,Clinical Research
Id-9894,Science
Id-9899,"Pharmaceutical, Healthcare and Medical Sales"
Id-9900,"Pharmaceutical, Healthcare and Medical Sales"
Id-9901,"Pharmaceutical, Healthcare and Medical Sales"
Id-9903,Manufacturing & Operations
Id-9904,"Pharmaceutical, Healthcare and Medical Sales"
Id-9907,Clinical Research
Id-9911,"Pharmaceutical, Healthcare and Medical Sales"
Id-9912,"Pharmaceutical, Healthcare and Medical Sales"
Id-9917,Clinical Research
Id-9918,Clinical Research
Id-9920,"Pharmaceutical, Healthcare and Medical Sales"
Id-9923,"Pharmaceutical, Healthcare and Medical Sales"
Id-9925,Clinical Research
Id-9926,Clinical Research
Id-9927,Clinical Research
Id-9928,Manufacturing & Operations
Id-9929,Clinical Research
Id-9932,"Pharmaceutical, Healthcare and Medical Sales"
Id-9937,"Pharmaceutical, Healthcare and Medical Sales"
Id-9942,"Pharmaceutical, Healthcare and Medical Sales"
Id-9944,Clinical Research
Id-9946,"Pharmaceutical, Healthcare and Medical Sales"
Id-9951,Clinical Research
Id-9959,Clinical Research
Id-9963,Clinical Research
Id-9966,"Pharmaceutical, Healthcare and Medical Sales"
Id-9971,Science
Id-9972,Clinical Research
Id-9976,"Pharmaceutical, Healthcare and Medical Sales"
Id-9979,"Pharmaceutical, Healthcare and Medical Sales"
Id-9980,"Pharmaceutical, Healthcare and Medical Sales"
Id-9981,Clinical Research
Id-9982,Clinical Research
Id-9983,Clinical Research
Id-9985,Clinical Research
Id-9987,Clinical Research
Id-9988,Clinical Research
Id-9992,"Pharmaceutical, Healthcare and Medical Sales"
Id-9993,"Pharmaceutical, Healthcare and Medical Sales"
Id-9998,Manufacturing & Operations
Id-10000,Clinical Research
Id-10001,"Pharmaceutical, Healthcare and Medical Sales"
Id-10002,Clinical Research
Id-10004,Clinical Research
Id-10010,"Pharmaceutical, Healthcare and Medical Sales"
Id-10011,"Pharmaceutical, Healthcare and Medical Sales"
Id-10012,Clinical Research
Id-10017,"Pharmaceutical, Healthcare and Medical Sales"
Id-10022,Clinical Research
Id-10025,"Pharmaceutical, Healthcare and Medical Sales"
Id-10030,Clinical Research
Id-10032,"Pharmaceutical, Healthcare and Medical Sales"
Id-10034,Clinical Research
Id-10036,"Pharmaceutical, Healthcare and Medical Sales"
Id-10037,"Pharmaceutical, Healthcare and Medical Sales"
Id-10038,Clinical Research
Id-10041,Science
Id-10046,Science
Id-10047,Clinical Research
Id-10049,"Pharmaceutical, Healthcare and Medical Sales"
Id-10065,Clinical Research
Id-10067,"Pharmaceutical, Healthcare and Medical Sales"
Id-10069,"Pharmaceutical, Healthcare and Medical Sales"
Id-10071,Clinical Research
Id-10075,Science
Id-10077,Science
Id-10079,Clinical Research
Id-10081,Science
Id-10084,"Pharmaceutical, Healthcare and Medical Sales"
Id-10085,Clinical Research
Id-10087,Clinical Research
Id-10090,Clinical Research
Id-10091,"Pharmaceutical, Healthcare and Medical Sales"
Id-10092,Science
Id-10093,Clinical Research
Id-10094,Clinical Research
Id-10096,Clinical Research
Id-10097,Clinical Research
Id-10098,Clinical Research
Id-10099,Science
Id-10100,Clinical Research
Id-10102,Science
Id-10107,"Pharmaceutical, Healthcare and Medical Sales"
Id-10108,Clinical Research
Id-10113,Science
Id-10115,"Pharmaceutical, Healthcare and Medical Sales"
Id-10117,"Pharmaceutical, Healthcare and Medical Sales"
Id-10118,Science
Id-10120,Clinical Research
Id-10121,Science
Id-10123,Clinical Research
Id-10124,"Pharmaceutical, Healthcare and Medical Sales"
Id-10133,"Pharmaceutical, Healthcare and Medical Sales"
Id-10134,"Pharmaceutical, Healthcare and Medical Sales"
Id-10137,Manufacturing & Operations
Id-10142,"Pharmaceutical, Healthcare and Medical Sales"
Id-10143,Clinical Research
Id-10144,"Pharmaceutical, Healthcare and Medical Sales"
Id-10145,Clinical Research
Id-10146,Clinical Research
Id-10148,"Pharmaceutical, Healthcare and Medical Sales"
Id-10150,Science
Id-10152,"Pharmaceutical, Healthcare and Medical Sales"
Id-10154,Clinical Research
Id-10155,Clinical Research
Id-10156,Clinical Research
Id-10157,Manufacturing & Operations
Id-10162,Clinical Research
Id-10169,Clinical Research
Id-10170,Clinical Research
Id-10171,Science
Id-10172,Clinical Research
Id-10177,Clinical Research
Id-10179,Clinical Research
Id-10185,Clinical Research
Id-10187,Clinical Research
Id-10192,Science
Id-10194,Clinical Research
Id-10202,Clinical Research
Id-10203,Clinical Research
Id-10204,Clinical Research
Id-10205,"Pharmaceutical, Healthcare and Medical Sales"
Id-10206,Clinical Research
Id-10207,Science
Id-10210,Clinical Research
Id-10214,Science
Id-10216,Science
Id-10217,"Pharmaceutical, Healthcare and Medical Sales"
Id-10218,Clinical Research
Id-10219,"Pharmaceutical, Healthcare and Medical Sales"
Id-10220,Clinical Research
Id-10221,"Pharmaceutical, Healthcare and Medical Sales"
Id-10223,Clinical Research
Id-10224,Science
Id-10225,"Pharmaceutical, Healthcare and Medical Sales"
Id-10230,Clinical Research
Id-10232,"Pharmaceutical, Healthcare and Medical Sales"
Id-10233,"Pharmaceutical, Healthcare and Medical Sales"
Id-10234,Medical Information and Pharmacovigilance
Id-10236,Science
Id-10238,"Pharmaceutical, Healthcare and Medical Sales"
Id-10240,"Pharmaceutical, Healthcare and Medical Sales"
Id-10243,"Pharmaceutical, Healthcare and Medical Sales"
Id-10248,"Pharmaceutical, Healthcare and Medical Sales"
Id-10249,Clinical Research
Id-10250,Clinical Research
Id-10252,Clinical Research
Id-10254,"Pharmaceutical, Healthcare and Medical Sales"
Id-10257,Clinical Research
Id-10260,Clinical Research
Id-10264,"Pharmaceutical, Healthcare and Medical Sales"
Id-10268,Clinical Research
Id-10270,Clinical Research
Id-10272,"Pharmaceutical, Healthcare and Medical Sales"
Id-10273,"Pharmaceutical, Healthcare and Medical Sales"
Id-10276,"Pharmaceutical, Healthcare and Medical Sales"
Id-10280,Clinical Research
Id-10281,Science
Id-10284,"Pharmaceutical, Healthcare and Medical Sales"
Id-10285,Science
Id-10286,Clinical Research
Id-10287,Science
Id-10294,"Pharmaceutical, Healthcare and Medical Sales"
Id-10297,Clinical Research
Id-10298,Clinical Research
Id-10299,Science
Id-10300,Clinical Research
Id-10301,"Pharmaceutical, Healthcare and Medical Sales"
Id-10303,Science
Id-10304,"Pharmaceutical, Healthcare and Medical Sales"
Id-10305,Clinical Research
Id-10306,Science
Id-10312,"Pharmaceutical, Healthcare and Medical Sales"
Id-10313,"Pharmaceutical, Healthcare and Medical Sales"
Id-10315,Manufacturing & Operations
Id-10318,Clinical Research
Id-10324,"Pharmaceutical, Healthcare and Medical Sales"
Id-10327,Clinical Research
Id-10330,Clinical Research
Id-10331,Science
Id-10334,"Pharmaceutical, Healthcare and Medical Sales"
Id-10336,"Pharmaceutical, Healthcare and Medical Sales"
Id-10342,Clinical Research
Id-10343,"Pharmaceutical, Healthcare and Medical Sales"
Id-10344,"Pharmaceutical, Healthcare and Medical Sales"
Id-10345,"Pharmaceutical, Healthcare and Medical Sales"
Id-10349,Clinical Research
Id-10351,Clinical Research
Id-10352,Clinical Research
Id-10358,"Pharmaceutical, Healthcare and Medical Sales"
Id-10362,Science
Id-10367,Clinical Research
Id-10368,"Pharmaceutical, Healthcare and Medical Sales"
Id-10372,"Pharmaceutical, Healthcare and Medical Sales"
Id-10377,Manufacturing & Operations
Id-10379,Clinical Research
Id-10380,"Pharmaceutical, Healthcare and Medical Sales"
Id-10382,"Pharmaceutical, Healthcare and Medical Sales"
Id-10384,"Pharmaceutical, Healthcare and Medical Sales"
Id-10385,"Pharmaceutical, Healthcare and Medical Sales"
Id-10386,"Pharmaceutical, Healthcare and Medical Sales"
Id-10391,"Pharmaceutical, Healthcare and Medical Sales"
Id-10392,Medical Information and Pharmacovigilance
Id-10394,Manufacturing & Operations
Id-10396,"Pharmaceutical, Healthcare and Medical Sales"
Id-10397,Clinical Research
Id-10399,Manufacturing & Operations
Id-10401,"Pharmaceutical, Healthcare and Medical Sales"
Id-10404,Clinical Research
Id-10409,Science
Id-10413,"Pharmaceutical, Healthcare and Medical Sales"
Id-10414,"Pharmaceutical, Healthcare and Medical Sales"
Id-10415,"Pharmaceutical, Healthcare and Medical Sales"
Id-10420,Medical Information and Pharmacovigilance
Id-10422,"Pharmaceutical, Healthcare and Medical Sales"
Id-10424,"Pharmaceutical, Healthcare and Medical Sales"
Id-10426,Clinical Research
Id-10428,Science
Id-10431,Clinical Research
Id-10433,Clinical Research
Id-10434,Science
Id-10436,Science
Id-10437,Clinical Research
Id-10443,Clinical Research
Id-10447,Clinical Research
Id-10449,"Pharmaceutical, Healthcare and Medical Sales"
Id-10454,Clinical Research
Id-10456,Science
Id-10458,Clinical Research
Id-10459,Science
Id-10464,"Pharmaceutical, Healthcare and Medical Sales"
Id-10465,Clinical Research
Id-10466,Manufacturing & Operations
Id-10468,Clinical Research
Id-10469,"Pharmaceutical, Healthcare and Medical Sales"
Id-10471,"Pharmaceutical, Healthcare and Medical Sales"
Id-10472,Clinical Research
Id-10478,"Pharmaceutical, Healthcare and Medical Sales"
Id-10485,"Pharmaceutical, Healthcare and Medical Sales"
Id-10486,"Pharmaceutical, Healthcare and Medical Sales"
Id-10489,Clinical Research
Id-10490,"Pharmaceutical, Healthcare and Medical Sales"
Id-10492,Science
Id-10494,"Pharmaceutical, Healthcare and Medical Sales"
Id-10496,Science
Id-10499,Clinical Research
Id-10500,Clinical Research
Id-10501,Clinical Research
Id-10502,"Pharmaceutical, Healthcare and Medical Sales"
Id-10503,Manufacturing & Operations
Id-10504,"Pharmaceutical, Healthcare and Medical Sales"
Id-10506,Science
Id-10511,"Pharmaceutical, Healthcare and Medical Sales"
Id-10512,Clinical Research
Id-10515,"Pharmaceutical, Healthcare and Medical Sales"
Id-10516,Clinical Research
Id-10517,Clinical Research
Id-10518,"Pharmaceutical, Healthcare and Medical Sales"
Id-10519,Manufacturing & Operations
Id-10520,Science
Id-10523,"Pharmaceutical, Healthcare and Medical Sales"
Id-10524,Clinical Research
Id-10531,Clinical Research
Id-10533,Clinical Research
Id-10534,Clinical Research
Id-10542,"Pharmaceutical, Healthcare and Medical Sales"
Id-10544,Science
Id-10547,Manufacturing & Operations
Id-10548,Clinical Research
Id-10550,Clinical Research
Id-10551,"Pharmaceutical, Healthcare and Medical Sales"
Id-10555,Clinical Research
Id-10557,"Pharmaceutical, Healthcare and Medical Sales"
Id-10559,Clinical Research
Id-10560,Clinical Research
Id-10562,Science
Id-10569,"Pharmaceutical, Healthcare and Medical Sales"
Id-10577,"Pharmaceutical, Healthcare and Medical Sales"
Id-10578,"Pharmaceutical, Healthcare and Medical Sales"
Id-10579,"Pharmaceutical, Healthcare and Medical Sales"
Id-10581,Clinical Research
Id-10582,Clinical Research
Id-10583,Clinical Research
Id-10585,Clinical Research
Id-10586,Clinical Research
Id-10587,"Pharmaceutical, Healthcare and Medical Sales"
Id-10591,Clinical Research
Id-10592,Clinical Research
Id-10600,"Pharmaceutical, Healthcare and Medical Sales"
Id-10602,Manufacturing & Operations
Id-10603,Pharmaceutical Marketing
Id-10604,Clinical Research
Id-10606,Medical Information and Pharmacovigilance
Id-10608,"Pharmaceutical, Healthcare and Medical Sales"
Id-10609,Science
Id-10616,Clinical Research
Id-10623,Clinical Research
Id-10624,Clinical Research
Id-10625,Clinical Research
Id-10628,Science
Id-10632,"Pharmaceutical, Healthcare and Medical Sales"
Id-10634,"Pharmaceutical, Healthcare and Medical Sales"
Id-10636,"Pharmaceutical, Healthcare and Medical Sales"
Id-10653,"Pharmaceutical, Healthcare and Medical Sales"
Id-10655,"Pharmaceutical, Healthcare and Medical Sales"
Id-10660,Science
Id-10663,"Pharmaceutical, Healthcare and Medical Sales"
Id-10664,Clinical Research
Id-10666,Clinical Research
Id-10669,Clinical Research
Id-10672,Clinical Research
Id-10673,Science
Id-10675,"Pharmaceutical, Healthcare and Medical Sales"
Id-10679,"Pharmaceutical, Healthcare and Medical Sales"
Id-10681,Science
Id-10682,Clinical Research
Id-10684,"Pharmaceutical, Healthcare and Medical Sales"
Id-10685,"Pharmaceutical, Healthcare and Medical Sales"
Id-10686,"Pharmaceutical, Healthcare and Medical Sales"
Id-10689,"Pharmaceutical, Healthcare and Medical Sales"
Id-10690,"Pharmaceutical, Healthcare and Medical Sales"
Id-10691,Clinical Research
Id-10692,Clinical Research
Id-10697,Science
Id-10698,Clinical Research
Id-10700,Clinical Research
Id-10701,"Pharmaceutical, Healthcare and Medical Sales"
Id-10704,"Pharmaceutical, Healthcare and Medical Sales"
Id-10705,Clinical Research
Id-10707,Science
Id-10709,Clinical Research
Id-10710,"Pharmaceutical, Healthcare and Medical Sales"
Id-10712,Clinical Research
Id-10714,Clinical Research
Id-10715,Medical Information and Pharmacovigilance
Id-10718,"Pharmaceutical, Healthcare and Medical Sales"
Id-10720,Clinical Research
Id-10722,"Pharmaceutical, Healthcare and Medical Sales"
Id-10723,Science
Id-10727,"Pharmaceutical, Healthcare and Medical Sales"
Id-10729,Clinical Research
Id-10731,Clinical Research
Id-10736,"Pharmaceutical, Healthcare and Medical Sales"
Id-10740,"Pharmaceutical, Healthcare and Medical Sales"
Id-10746,Clinical Research
Id-10748,"Pharmaceutical, Healthcare and Medical Sales"
Id-10750,"Pharmaceutical, Healthcare and Medical Sales"
Id-10753,"Pharmaceutical, Healthcare and Medical Sales"
Id-10756,"Pharmaceutical, Healthcare and Medical Sales"
Id-10760,"Pharmaceutical, Healthcare and Medical Sales"
Id-10763,Clinical Research
Id-10765,Clinical Research
Id-10769,Science
Id-10770,"Pharmaceutical, Healthcare and Medical Sales"
Id-10773,"Pharmaceutical, Healthcare and Medical Sales"
Id-10775,Clinical Research
Id-10776,Clinical Research
Id-10777,"Pharmaceutical, Healthcare and Medical Sales"
Id-10780,Clinical Research
Id-10783,Clinical Research
Id-10788,Clinical Research
Id-10790,"Pharmaceutical, Healthcare and Medical Sales"
Id-10791,Clinical Research
Id-10794,Clinical Research
Id-10796,Clinical Research
Id-10798,"Pharmaceutical, Healthcare and Medical Sales"
Id-10799,Manufacturing & Operations
Id-10800,Clinical Research
Id-10802,"Pharmaceutical, Healthcare and Medical Sales"
Id-10807,Clinical Research
Id-10808,"Pharmaceutical, Healthcare and Medical Sales"
Id-10814,"Pharmaceutical, Healthcare and Medical Sales"
Id-10815,"Pharmaceutical, Healthcare and Medical Sales"
Id-10817,Science
Id-10819,Clinical Research
Id-10823,"Pharmaceutical, Healthcare and Medical Sales"
Id-10829,Clinical Research
Id-10830,Science
Id-10833,Science
Id-10834,Science
Id-10835,Science
Id-10847,Clinical Research
Id-10848,Clinical Research
Id-10850,Clinical Research
Id-10851,"Pharmaceutical, Healthcare and Medical Sales"
Id-10856,Clinical Research
Id-10857,Clinical Research
Id-10858,"Pharmaceutical, Healthcare and Medical Sales"
Id-10859,"Pharmaceutical, Healthcare and Medical Sales"
Id-10860,Clinical Research
Id-10863,"Pharmaceutical, Healthcare and Medical Sales"
Id-10865,Clinical Research
Id-10866,Clinical Research
Id-10870,"Pharmaceutical, Healthcare and Medical Sales"
Id-10877,"Pharmaceutical, Healthcare and Medical Sales"
Id-10878,"Pharmaceutical, Healthcare and Medical Sales"
Id-10883,"Pharmaceutical, Healthcare and Medical Sales"
Id-10885,"Pharmaceutical, Healthcare and Medical Sales"
Id-10887,Science
Id-10890,Clinical Research
Id-10892,Medical Information and Pharmacovigilance
Id-10893,Manufacturing & Operations
Id-10897,"Pharmaceutical, Healthcare and Medical Sales"
Id-10899,Science
Id-10903,"Pharmaceutical, Healthcare and Medical Sales"
Id-10904,Science
Id-10909,"Pharmaceutical, Healthcare and Medical Sales"
Id-10910,Clinical Research
Id-10916,Clinical Research
Id-10918,"Pharmaceutical, Healthcare and Medical Sales"
Id-10919,Science
Id-10920,Manufacturing & Operations
Id-10921,Science
Id-10922,"Pharmaceutical, Healthcare and Medical Sales"
Id-10924,"Pharmaceutical, Healthcare and Medical Sales"
Id-10926,"Pharmaceutical, Healthcare and Medical Sales"
Id-10930,"Pharmaceutical, Healthcare and Medical Sales"
Id-10931,Manufacturing & Operations
Id-10933,"Pharmaceutical, Healthcare and Medical Sales"
Id-10935,"Pharmaceutical, Healthcare and Medical Sales"
Id-10941,Manufacturing & Operations
Id-10942,Manufacturing & Operations
Id-10943,"Pharmaceutical, Healthcare and Medical Sales"
Id-10944,Clinical Research
Id-10945,Clinical Research
Id-10946,Clinical Research
Id-10950,"Pharmaceutical, Healthcare and Medical Sales"
Id-10951,Manufacturing & Operations
Id-10955,"Pharmaceutical, Healthcare and Medical Sales"
Id-10967,Science
Id-10971,"Pharmaceutical, Healthcare and Medical Sales"
Id-10976,"Pharmaceutical, Healthcare and Medical Sales"
Id-10981,"Pharmaceutical, Healthcare and Medical Sales"
Id-10983,Clinical Research
Id-10986,Clinical Research
Id-10988,"Pharmaceutical, Healthcare and Medical Sales"
Id-10989,Science
Id-10992,Clinical Research
Id-10995,Clinical Research
Id-10996,Clinical Research
Id-10998,Clinical Research
Id-11001,Clinical Research
Id-11003,"Pharmaceutical, Healthcare and Medical Sales"
Id-11005,Science
Id-11010,"Pharmaceutical, Healthcare and Medical Sales"
Id-11014,Science
Id-11016,Clinical Research
Id-11020,"Pharmaceutical, Healthcare and Medical Sales"
Id-11023,Science
Id-11024,Clinical Research
Id-11025,Manufacturing & Operations
Id-11027,"Pharmaceutical, Healthcare and Medical Sales"
Id-11030,"Pharmaceutical, Healthcare and Medical Sales"
Id-11034,Clinical Research
Id-11040,"Pharmaceutical, Healthcare and Medical Sales"
Id-11042,"Pharmaceutical, Healthcare and Medical Sales"
Id-11043,Clinical Research
Id-11044,Science
Id-11047,"Pharmaceutical, Healthcare and Medical Sales"
Id-11050,Clinical Research
Id-11056,Science
Id-11059,"Pharmaceutical, Healthcare and Medical Sales"
Id-11062,"Pharmaceutical, Healthcare and Medical Sales"
Id-11063,Clinical Research
Id-11064,Clinical Research
Id-11065,Clinical Research
Id-11066,Manufacturing & Operations
Id-11068,"Pharmaceutical, Healthcare and Medical Sales"
